age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
24,Self-Employed,1.9,38266,621,0.7,31,10584,0,0,0,Personal Loan,Education,16800,13.87,0.277,0.439,0.146,1
64,Employed,19.4,97043,714,4.8,36,17255,0,1,0,Personal Loan,Personal,29300,9.59,0.178,0.302,0.101,1
52,Self-Employed,5.1,47438,650,5.8,1909,15657,0,0,0,Personal Loan,Medical,68000,12.8,0.33,1.433,0.478,1
24,Employed,4.3,17105,731,3.6,73,5774,0,1,0,Personal Loan,Education,13300,9.61,0.338,0.778,0.259,1
28,Student,1.7,45963,569,8.6,183,13477,0,2,0,Personal Loan,Personal,19600,15.36,0.293,0.426,0.142,0
35,Self-Employed,7.2,62184,571,2.0,338,20755,0,1,0,Personal Loan,Home Improvement,88000,16.54,0.334,1.415,0.472,0
18,Employed,0.0,15000,622,0.6,51,6251,0,1,1,Personal Loan,Business,6400,14.77,0.417,0.427,0.142,0
33,Employed,2.1,25733,668,5.3,503,20497,0,0,0,Personal Loan,Business,28900,11.75,0.797,1.123,0.374,0
33,Employed,13.2,86688,696,5.6,1327,30096,0,0,0,Personal Loan,Education,100000,12.6,0.347,1.154,0.385,1
46,Employed,18.6,50396,696,6.4,554,16485,0,1,0,Personal Loan,Business,7100,12.53,0.327,0.141,0.047,1
18,Employed,0.0,15000,548,0.4,27,3483,0,0,2,Personal Loan,Business,5400,16.64,0.232,0.36,0.12,0
41,Employed,17.0,87637,676,8.4,6979,9836,0,0,0,Personal Loan,Education,100000,12.28,0.112,1.141,0.38,1
47,Employed,7.0,40588,727,18.8,7333,12720,0,0,0,Personal Loan,Personal,11400,10.89,0.313,0.281,0.094,1
36,Employed,16.7,31576,774,8.3,9564,4671,0,1,0,Personal Loan,Business,20800,8.98,0.148,0.659,0.22,1
29,Employed,9.7,40184,547,10.1,159,22463,0,1,0,Personal Loan,Business,53300,16.25,0.559,1.326,0.442,0
33,Self-Employed,1.8,205645,594,11.8,5430,39223,0,1,0,Personal Loan,Personal,41200,16.14,0.191,0.2,0.067,1
37,Employed,17.6,25759,665,6.7,3001,9806,0,1,0,Personal Loan,Education,17800,12.55,0.381,0.691,0.23,1
52,Employed,7.2,38516,703,12.2,147,9981,0,0,0,Personal Loan,Debt Consolidation,75800,9.73,0.259,1.968,0.656,1
27,Employed,2.2,34770,669,8.7,322,18658,0,0,0,Personal Loan,Debt Consolidation,52700,12.43,0.537,1.516,0.505,0
50,Employed,16.2,39110,680,19.0,1284,4004,0,2,0,Personal Loan,Home Improvement,10600,11.07,0.102,0.271,0.09,1
38,Employed,15.0,84955,780,11.4,264,31905,0,0,0,Personal Loan,Education,34300,9.98,0.376,0.404,0.135,1
23,Employed,1.5,30262,702,0.1,7,5499,0,0,0,Personal Loan,Education,52500,9.76,0.182,1.735,0.578,1
47,Employed,25.9,84324,705,27.1,1360,39172,0,0,0,Personal Loan,Personal,6200,11.01,0.465,0.074,0.025,1
25,Student,0.3,19276,645,6.1,204,10100,0,1,0,Personal Loan,Business,8600,13.35,0.524,0.446,0.149,0
25,Self-Employed,1.8,31988,562,4.1,521,9787,0,0,0,Personal Loan,Education,29800,15.62,0.306,0.932,0.311,0
40,Employed,1.8,60073,707,3.4,2850,22942,0,0,0,Personal Loan,Medical,16300,10.96,0.382,0.271,0.09,1
18,Employed,0.0,15370,584,0.7,90,133,0,2,2,Personal Loan,Business,22200,15.6,0.009,1.444,0.481,0
20,Employed,0.5,23104,714,0.7,21,3547,0,0,0,Personal Loan,Debt Consolidation,10000,11.21,0.154,0.433,0.144,1
18,Employed,0.0,15000,472,1.3,171,7604,0,0,0,Personal Loan,Personal,28300,15.34,0.507,1.887,0.629,0
33,Employed,1.1,54171,684,3.9,1132,28957,0,0,0,Personal Loan,Business,29800,11.93,0.535,0.55,0.183,0
31,Employed,6.9,44740,580,0.8,64,4607,1,1,1,Personal Loan,Education,67200,15.85,0.103,1.502,0.501,0
22,Self-Employed,1.0,53741,732,2.2,9,12174,0,0,0,Personal Loan,Home Improvement,59600,9.68,0.227,1.109,0.37,1
37,Self-Employed,2.0,22471,619,17.2,46084,5050,0,2,0,Personal Loan,Debt Consolidation,14300,13.4,0.225,0.636,0.212,0
42,Employed,8.2,41848,594,16.4,2384,7706,0,1,1,Personal Loan,Education,4800,15.08,0.184,0.115,0.038,1
35,Employed,16.1,48589,639,10.9,395,31609,0,1,0,Personal Loan,Medical,60100,14.55,0.651,1.237,0.412,0
31,Student,1.8,27100,708,1.7,86,8736,0,0,0,Personal Loan,Personal,11500,10.61,0.322,0.424,0.141,1
22,Self-Employed,1.0,74493,550,3.1,325,33821,0,0,0,Personal Loan,Personal,95100,16.31,0.454,1.277,0.426,0
18,Self-Employed,1.0,54840,613,0.8,145,10976,0,1,0,Personal Loan,Personal,34900,14.87,0.2,0.636,0.212,0
36,Employed,14.5,29458,689,10.4,493,9318,0,1,0,Personal Loan,Personal,4400,12.56,0.316,0.149,0.05,1
23,Employed,0.1,33738,639,2.4,191,14002,0,1,0,Personal Loan,Medical,29600,13.53,0.415,0.877,0.292,0
33,Employed,8.6,29153,634,11.9,2035,1519,0,0,0,Personal Loan,Debt Consolidation,57700,13.7,0.052,1.979,0.66,0
38,Self-Employed,8.9,29863,501,7.7,29,7405,0,1,1,Personal Loan,Business,41200,15.26,0.248,1.38,0.46,0
34,Self-Employed,10.5,130697,569,11.7,11166,46537,0,2,1,Personal Loan,Medical,57900,15.74,0.356,0.443,0.148,0
49,Employed,17.3,30821,719,6.4,3640,10673,0,0,0,Personal Loan,Business,29500,10.54,0.346,0.957,0.319,1
20,Employed,1.0,20534,586,1.8,76,4723,0,0,0,Personal Loan,Business,21200,16.34,0.23,1.032,0.344,0
40,Employed,15.3,59831,691,3.3,927,15756,0,0,0,Personal Loan,Medical,76800,12.93,0.263,1.284,0.428,1
49,Employed,10.7,96091,700,1.3,441,23912,0,0,0,Personal Loan,Medical,90100,11.19,0.249,0.938,0.313,1
40,Self-Employed,7.1,143050,639,3.9,280,49997,0,2,0,Personal Loan,Business,14200,14.13,0.35,0.099,0.033,0
47,Self-Employed,22.6,101534,628,27.2,15367,35610,0,1,0,Personal Loan,Personal,100000,13.05,0.351,0.985,0.328,1
18,Employed,0.0,43692,688,1.4,137,13440,0,1,0,Personal Loan,Education,20400,12.75,0.308,0.467,0.156,1
23,Student,1.5,15000,632,2.1,19,5934,0,0,0,Personal Loan,Personal,23400,13.38,0.396,1.56,0.52,0
49,Employed,30.0,48529,573,7.9,250,17905,0,1,0,Personal Loan,Education,91900,15.73,0.369,1.894,0.631,0
31,Student,1.0,21928,585,8.3,98,6157,0,4,0,Personal Loan,Personal,39600,15.59,0.281,1.806,0.602,0
48,Self-Employed,21.6,15849,771,21.4,478,2336,0,0,0,Personal Loan,Debt Consolidation,7300,8.35,0.147,0.461,0.154,1
18,Employed,0.0,28738,557,1.7,28,2434,0,0,0,Personal Loan,Personal,47200,15.31,0.085,1.642,0.547,0
29,Self-Employed,6.2,38758,664,5.6,731,6156,0,1,0,Personal Loan,Personal,29400,11.63,0.159,0.759,0.253,1
25,Student,0.3,33070,640,6.6,1687,7921,0,3,0,Personal Loan,Education,17500,13.57,0.24,0.529,0.176,0
34,Student,1.3,15000,741,3.3,39,4185,0,0,0,Personal Loan,Business,9800,10.14,0.279,0.653,0.218,1
32,Self-Employed,9.3,67238,633,13.3,4761,25922,0,1,0,Personal Loan,Medical,66900,14.48,0.386,0.995,0.332,0
30,Employed,11.6,24650,659,1.2,444,6513,0,0,0,Personal Loan,Business,26400,11.59,0.264,1.071,0.357,0
36,Employed,3.3,20164,733,9.0,216,3122,0,0,0,Personal Loan,Home Improvement,24100,10.14,0.155,1.195,0.398,1
46,Student,1.2,22660,585,9.8,85,13827,0,3,0,Personal Loan,Education,11800,15.18,0.61,0.521,0.174,0
21,Employed,1.7,48755,538,0.6,37,11636,0,0,0,Personal Loan,Home Improvement,14700,16.77,0.239,0.302,0.101,0
26,Employed,2.8,44404,612,5.8,1379,4530,0,2,1,Personal Loan,Personal,3700,14.89,0.102,0.083,0.028,1
32,Employed,12.1,37202,669,4.5,893,13267,0,0,0,Personal Loan,Debt Consolidation,29800,12.1,0.357,0.801,0.267,1
24,Self-Employed,1.4,19134,590,3.1,296,2189,0,0,0,Personal Loan,Medical,28500,16.9,0.114,1.489,0.496,0
34,Self-Employed,5.2,32089,701,6.7,174,13066,0,0,0,Personal Loan,Business,14100,11.11,0.407,0.439,0.146,1
18,Employed,0.0,28194,618,1.0,56,5013,0,0,0,Personal Loan,Business,4400,14.76,0.178,0.156,0.052,1
33,Self-Employed,9.4,43869,606,1.3,387,7214,0,0,0,Personal Loan,Debt Consolidation,13600,14.62,0.164,0.31,0.103,0
25,Self-Employed,2.5,55593,621,1.3,79,7228,0,3,0,Personal Loan,Personal,16500,14.04,0.13,0.297,0.099,0
40,Employed,9.8,28188,675,2.1,57,15547,0,0,0,Personal Loan,Home Improvement,48700,11.99,0.552,1.728,0.576,0
39,Employed,13.7,27620,744,20.7,6060,15088,0,0,0,Personal Loan,Personal,9400,10.07,0.546,0.34,0.113,1
28,Employed,5.0,22912,619,2.9,1178,3455,0,1,0,Personal Loan,Business,14900,13.25,0.151,0.65,0.217,0
33,Employed,3.9,51342,657,7.9,1806,13731,0,0,0,Personal Loan,Business,60100,11.22,0.267,1.171,0.39,0
54,Employed,0.2,134555,786,22.5,9057,28045,0,0,0,Personal Loan,Business,100000,9.64,0.208,0.743,0.248,1
37,Employed,0.6,54378,706,12.3,4889,17141,0,0,0,Personal Loan,Home Improvement,13800,9.67,0.315,0.254,0.085,1
46,Student,1.2,24674,625,6.2,132,4274,0,1,0,Personal Loan,Education,23300,14.91,0.173,0.944,0.315,1
34,Employed,10.7,69530,709,12.6,13106,25421,0,0,0,Personal Loan,Personal,100000,9.67,0.366,1.438,0.479,1
30,Employed,11.0,33930,588,6.1,1770,6632,0,0,0,Personal Loan,Education,26200,15.29,0.195,0.772,0.257,1
18,Student,1.7,15000,612,0.6,1,7229,0,0,0,Personal Loan,Personal,24700,14.58,0.482,1.647,0.549,0
46,Employed,24.3,15134,672,15.0,1232,6589,0,0,0,Personal Loan,Business,12600,12.71,0.435,0.833,0.278,1
37,Employed,1.3,63075,648,12.2,764,12223,0,0,0,Personal Loan,Personal,71500,14.09,0.194,1.134,0.378,1
35,Employed,13.9,33464,626,9.1,163,5818,0,2,0,Personal Loan,Medical,27300,14.41,0.174,0.816,0.272,1
19,Employed,0.5,44529,678,0.6,1489,2288,0,0,0,Personal Loan,Education,18200,11.81,0.051,0.409,0.136,1
25,Employed,3.1,17127,520,0.5,6,11949,0,2,0,Personal Loan,Personal,14400,16.26,0.698,0.841,0.28,0
39,Employed,6.1,60018,597,17.5,4637,25868,0,1,0,Personal Loan,Business,27800,16.08,0.431,0.463,0.154,0
27,Self-Employed,3.6,62543,596,1.2,51,33167,0,0,0,Personal Loan,Education,99400,16.29,0.53,1.589,0.53,0
41,Self-Employed,2.1,111211,549,20.7,2965,22978,0,0,1,Personal Loan,Personal,67100,15.84,0.207,0.603,0.201,0
61,Employed,24.7,133434,780,20.3,12832,72902,0,0,0,Personal Loan,Debt Consolidation,23000,9.81,0.546,0.172,0.057,1
27,Employed,2.3,37050,662,5.3,94,14457,0,0,0,Personal Loan,Debt Consolidation,21000,12.09,0.39,0.567,0.189,0
48,Employed,23.8,49951,713,29.6,873,10058,0,0,0,Personal Loan,Business,81100,10.56,0.201,1.624,0.541,1
44,Self-Employed,9.2,56946,502,13.6,1894,32564,1,0,3,Personal Loan,Personal,16300,15.85,0.572,0.286,0.095,0
39,Student,0.3,15000,677,20.1,17457,4802,0,0,0,Personal Loan,Home Improvement,2700,12.13,0.32,0.18,0.06,1
38,Employed,17.7,39903,716,2.6,122,12902,0,0,1,Personal Loan,Personal,36900,10.51,0.323,0.925,0.308,1
39,Employed,8.5,59088,639,7.4,868,11107,0,0,0,Personal Loan,Home Improvement,73900,13.39,0.188,1.251,0.417,1
39,Self-Employed,12.0,66896,658,14.4,1060,22223,0,1,0,Personal Loan,Home Improvement,97200,11.13,0.332,1.453,0.484,1
37,Self-Employed,11.3,155829,700,2.5,5837,43770,0,0,0,Personal Loan,Business,100000,9.51,0.281,0.642,0.214,1
22,Self-Employed,1.0,38512,670,2.7,373,2068,0,0,0,Personal Loan,Personal,49200,11.13,0.054,1.278,0.426,1
51,Employed,29.4,56588,702,9.2,4830,16616,0,0,0,Personal Loan,Home Improvement,7700,11.33,0.294,0.136,0.045,1
70,Employed,14.3,22264,679,9.3,546,12425,0,0,0,Personal Loan,Personal,38100,12.77,0.558,1.711,0.57,0
25,Employed,4.7,25016,623,3.6,98,5619,0,1,2,Personal Loan,Debt Consolidation,30500,14.31,0.225,1.219,0.406,0
18,Employed,0.0,56966,548,1.1,70,24025,0,0,0,Personal Loan,Personal,100000,16.96,0.422,1.755,0.585,0
34,Employed,1.5,70515,660,8.5,412,22249,0,0,0,Personal Loan,Medical,73000,11.43,0.316,1.035,0.345,1
35,Employed,3.3,31190,620,1.1,534,7697,0,0,0,Personal Loan,Business,37100,13.76,0.247,1.189,0.396,0
18,Employed,0.0,60634,480,0.5,477,8581,1,2,0,Personal Loan,Personal,39800,16.8,0.142,0.656,0.219,0
18,Employed,0.0,15727,550,0.9,167,8835,0,0,0,Personal Loan,Business,22900,15.58,0.562,1.456,0.485,0
27,Employed,6.8,55934,739,8.6,3888,30806,0,0,0,Personal Loan,Education,23800,11.18,0.551,0.426,0.142,0
29,Employed,3.7,32727,659,2.6,296,4122,0,0,0,Personal Loan,Education,25900,11.38,0.126,0.791,0.264,1
42,Employed,20.9,84099,660,3.9,694,23870,0,1,0,Personal Loan,Business,100000,12.03,0.284,1.189,0.396,0
23,Employed,0.2,51282,630,4.1,91,12914,0,0,0,Personal Loan,Education,54900,13.44,0.252,1.071,0.357,1
34,Employed,15.6,24193,643,14.1,312,7501,0,0,0,Personal Loan,Personal,16900,14.26,0.31,0.699,0.233,1
28,Self-Employed,2.3,46730,621,7.1,14403,24019,0,0,1,Personal Loan,Debt Consolidation,13100,13.87,0.514,0.28,0.093,0
29,Employed,7.2,74419,670,6.7,300,14374,0,0,0,Personal Loan,Debt Consolidation,100000,12.42,0.193,1.344,0.448,1
28,Employed,4.4,28714,608,3.7,154,6957,0,1,0,Personal Loan,Medical,23600,13.45,0.242,0.822,0.274,0
18,Self-Employed,1.0,117297,642,0.5,38,27564,0,1,0,Personal Loan,Education,53200,13.97,0.235,0.454,0.151,1
26,Self-Employed,3.6,45854,763,4.2,479,10687,0,0,1,Personal Loan,Education,18400,8.32,0.233,0.401,0.134,1
31,Self-Employed,2.1,65676,608,5.6,2892,16617,0,2,0,Personal Loan,Personal,80600,13.8,0.253,1.227,0.409,1
31,Employed,1.5,50468,655,2.5,470,20552,0,0,0,Personal Loan,Personal,92500,11.67,0.407,1.833,0.611,0
54,Employed,26.3,81997,657,17.5,2205,30163,0,0,0,Personal Loan,Personal,92000,12.58,0.368,1.122,0.374,1
44,Employed,15.7,59337,597,22.1,13369,15458,0,2,1,Personal Loan,Medical,64300,15.5,0.261,1.084,0.361,0
37,Employed,8.5,37692,628,7.9,476,1465,0,1,0,Personal Loan,Education,9800,13.05,0.039,0.26,0.087,1
18,Employed,0.0,24686,602,0.8,46,9604,0,0,0,Personal Loan,Personal,27800,14.13,0.389,1.126,0.375,0
30,Employed,7.5,79754,565,4.5,25,21089,0,0,2,Personal Loan,Personal,21500,15.87,0.264,0.27,0.09,1
39,Employed,2.4,58345,678,10.7,1554,15082,0,1,0,Personal Loan,Home Improvement,100000,11.86,0.258,1.714,0.571,1
26,Employed,7.5,45033,567,2.7,274,10794,0,2,0,Personal Loan,Education,10400,15.93,0.24,0.231,0.077,0
37,Employed,1.3,63468,725,12.3,3124,8774,1,2,0,Personal Loan,Business,32500,10.01,0.138,0.512,0.171,0
46,Self-Employed,15.4,62458,730,8.3,1195,4620,0,1,0,Personal Loan,Business,100000,11.27,0.074,1.601,0.534,0
43,Employed,4.4,31751,669,24.3,1923,13718,0,1,0,Personal Loan,Business,22500,12.37,0.432,0.709,0.236,1
38,Employed,0.4,23205,607,13.9,81,9719,0,2,0,Personal Loan,Home Improvement,4400,14.38,0.419,0.19,0.063,0
37,Self-Employed,8.7,26645,613,12.4,8693,8998,0,0,0,Personal Loan,Debt Consolidation,42200,14.39,0.338,1.584,0.528,1
38,Employed,1.6,53266,704,16.1,1053,11617,0,0,0,Personal Loan,Business,77800,9.92,0.218,1.461,0.487,1
20,Self-Employed,1.0,66881,777,0.5,35,7410,0,0,0,Personal Loan,Personal,100000,9.22,0.111,1.495,0.498,1
26,Employed,5.8,18436,609,4.4,2556,7691,0,2,0,Personal Loan,Business,30200,14.63,0.417,1.638,0.546,0
18,Employed,0.0,42644,613,0.8,407,14071,0,0,0,Personal Loan,Personal,21700,13.81,0.33,0.509,0.17,0
29,Self-Employed,6.9,68168,581,2.0,94,17388,0,0,1,Personal Loan,Personal,69600,15.49,0.255,1.021,0.34,0
30,Student,2.0,55556,566,8.2,976,21192,0,0,0,Personal Loan,Home Improvement,89600,16.97,0.381,1.613,0.538,0
50,Employed,7.5,46387,698,14.7,97,18668,0,1,0,Personal Loan,Personal,61900,11.28,0.402,1.334,0.445,1
33,Self-Employed,7.9,76234,698,6.8,31180,28746,0,0,0,Personal Loan,Personal,100000,11.89,0.377,1.312,0.437,1
49,Self-Employed,5.7,157262,679,10.0,22400,94952,0,1,0,Personal Loan,Debt Consolidation,51100,11.49,0.604,0.325,0.108,0
22,Employed,2.0,38185,680,0.0,0,10715,0,0,0,Personal Loan,Education,60700,12.19,0.281,1.59,0.53,1
45,Employed,2.2,37364,632,19.6,288,17645,0,0,0,Personal Loan,Education,19600,14.28,0.472,0.525,0.175,1
34,Employed,11.2,21284,679,0.2,3,6473,0,0,0,Personal Loan,Personal,9300,12.72,0.304,0.437,0.146,1
37,Employed,17.6,56182,692,7.5,3606,29785,0,1,0,Personal Loan,Personal,69400,11.16,0.53,1.235,0.412,0
53,Student,0.6,15000,727,18.5,1692,5599,0,0,0,Personal Loan,Home Improvement,22600,10.48,0.373,1.507,0.502,0
18,Employed,0.0,20749,592,0.3,19,13991,0,0,1,Personal Loan,Debt Consolidation,19600,16.55,0.674,0.945,0.315,0
46,Student,1.0,46948,738,13.6,162160,4633,0,0,0,Personal Loan,Home Improvement,40800,11.09,0.099,0.869,0.29,1
24,Employed,0.1,55984,668,5.7,1731,15810,0,0,0,Personal Loan,Personal,86900,12.76,0.282,1.552,0.517,1
56,Employed,22.8,62881,682,19.2,122389,8955,0,0,0,Personal Loan,Medical,100000,12.48,0.142,1.59,0.53,1
26,Self-Employed,1.2,46652,784,6.6,1825,5043,0,0,0,Personal Loan,Medical,21600,9.96,0.108,0.463,0.154,1
35,Employed,3.1,39924,624,8.1,6582,15038,0,1,0,Personal Loan,Education,13700,14.84,0.377,0.343,0.114,1
33,Employed,7.3,33709,665,12.9,1403,16131,0,0,0,Personal Loan,Business,18000,12.49,0.479,0.534,0.178,1
39,Employed,17.2,111185,693,16.3,29687,5062,0,0,0,Personal Loan,Personal,40200,12.56,0.046,0.362,0.121,1
48,Self-Employed,20.1,126272,616,21.6,61523,81929,0,0,0,Personal Loan,Home Improvement,48200,14.68,0.649,0.382,0.127,0
26,Employed,5.2,26369,620,5.2,267,3662,0,0,0,Personal Loan,Medical,36000,14.21,0.139,1.365,0.455,0
46,Self-Employed,3.0,44938,772,22.3,29220,3923,0,0,0,Personal Loan,Personal,76500,8.68,0.087,1.702,0.567,1
32,Employed,11.2,15499,679,4.4,344,2975,0,0,1,Personal Loan,Education,22400,11.17,0.192,1.445,0.482,1
29,Student,1.9,15000,684,3.3,503,5218,0,1,0,Personal Loan,Personal,7400,11.78,0.348,0.493,0.164,1
18,Employed,0.0,59089,654,1.9,41,18173,0,0,0,Personal Loan,Personal,30700,12.04,0.308,0.52,0.173,1
29,Employed,3.5,81409,672,3.2,902,45269,0,0,0,Personal Loan,Education,82700,11.95,0.556,1.016,0.339,0
44,Employed,5.9,36237,657,16.8,527,12308,0,0,0,Personal Loan,Education,32600,11.45,0.34,0.9,0.3,1
31,Self-Employed,5.6,97399,733,4.0,31,49795,0,1,0,Personal Loan,Home Improvement,100000,10.68,0.511,1.027,0.342,0
29,Employed,5.9,38524,694,0.6,21,6923,0,0,0,Personal Loan,Medical,5000,11.13,0.18,0.13,0.043,1
34,Employed,3.7,30909,623,14.4,1343,6671,0,1,0,Personal Loan,Business,7500,13.31,0.216,0.243,0.081,1
38,Employed,5.4,22036,622,15.7,2446,4874,0,1,0,Personal Loan,Personal,43400,13.3,0.221,1.97,0.657,1
56,Employed,7.1,115979,678,4.7,8774,17199,0,0,1,Personal Loan,Home Improvement,54600,12.74,0.148,0.471,0.157,1
28,Self-Employed,5.6,132440,679,3.4,10854,51364,0,0,0,Personal Loan,Medical,63500,11.67,0.388,0.479,0.16,1
24,Employed,0.1,39333,708,2.7,1356,4047,0,1,0,Personal Loan,Home Improvement,8100,10.22,0.103,0.206,0.069,1
26,Employed,4.0,34658,629,6.2,496,8971,0,1,1,Personal Loan,Education,18100,13.57,0.259,0.522,0.174,0
38,Employed,17.5,46274,570,1.1,566,20252,1,3,0,Personal Loan,Debt Consolidation,67700,15.41,0.438,1.463,0.488,0
18,Employed,0.0,25523,620,0.5,126,9912,0,0,0,Personal Loan,Debt Consolidation,46200,14.12,0.388,1.81,0.603,0
29,Employed,4.4,52651,681,9.5,1121,10107,0,1,0,Personal Loan,Education,52200,11.28,0.192,0.991,0.33,1
21,Employed,2.6,15000,565,2.1,53,917,0,1,0,Personal Loan,Home Improvement,4300,15.92,0.061,0.287,0.096,0
23,Self-Employed,1.0,68984,665,1.9,60,18614,0,0,0,Personal Loan,Debt Consolidation,26600,12.5,0.27,0.386,0.129,1
23,Employed,4.4,33220,642,2.4,198,10530,0,1,0,Personal Loan,Business,19400,14.42,0.317,0.584,0.195,0
27,Employed,7.4,15508,648,0.1,13,2887,0,0,0,Personal Loan,Home Improvement,18300,13.08,0.186,1.18,0.393,0
24,Employed,4.1,68762,628,0.3,353,5741,0,1,0,Personal Loan,Home Improvement,30600,13.34,0.083,0.445,0.148,1
28,Employed,5.8,31733,679,2.2,523,4070,0,1,0,Personal Loan,Medical,54100,11.59,0.128,1.705,0.568,0
35,Student,0.5,29294,518,6.9,539,10293,0,0,0,Personal Loan,Business,5400,15.46,0.351,0.184,0.061,0
41,Employed,17.7,35040,678,22.7,11578,8437,0,0,0,Personal Loan,Education,3100,11.21,0.241,0.088,0.029,1
29,Student,1.0,23945,654,1.3,638,5970,0,0,0,Personal Loan,Debt Consolidation,43200,11.57,0.249,1.804,0.601,0
18,Employed,0.0,15000,606,1.2,308,5230,0,0,0,Personal Loan,Home Improvement,14300,13.05,0.349,0.953,0.318,1
18,Employed,0.0,15000,594,1.8,38,2053,0,2,0,Personal Loan,Home Improvement,26300,15.44,0.137,1.753,0.584,0
34,Employed,4.5,22159,559,0.4,132,5479,0,1,2,Personal Loan,Medical,35600,16.25,0.247,1.607,0.536,0
18,Employed,0.0,25467,730,0.3,4,7044,0,0,0,Personal Loan,Debt Consolidation,6800,10.81,0.277,0.267,0.089,0
51,Employed,26.7,48757,625,27.1,18616,17218,0,0,0,Personal Loan,Debt Consolidation,35000,13.81,0.353,0.718,0.239,1
52,Employed,6.7,66477,645,27.4,6817,43649,0,0,0,Personal Loan,Debt Consolidation,3900,13.49,0.657,0.059,0.02,0
30,Employed,9.9,32296,590,6.3,9669,1669,0,1,0,Personal Loan,Medical,50400,16.63,0.052,1.561,0.52,0
52,Employed,17.8,29234,560,0.6,10,7751,0,2,0,Personal Loan,Business,29000,15.35,0.265,0.992,0.331,0
34,Self-Employed,6.1,48120,639,6.0,1188,4728,0,0,0,Personal Loan,Education,13100,13.21,0.098,0.272,0.091,1
45,Employed,0.7,53721,741,21.5,889,22043,0,1,0,Personal Loan,Business,67300,9.63,0.41,1.253,0.418,0
27,Self-Employed,3.9,54020,572,6.0,3424,22638,1,3,0,Personal Loan,Debt Consolidation,94500,15.16,0.419,1.749,0.583,0
47,Self-Employed,9.1,94369,709,3.4,5448,15244,0,0,0,Personal Loan,Business,3900,9.69,0.162,0.041,0.014,1
37,Employed,4.6,17898,539,5.2,2714,3300,0,0,1,Personal Loan,Education,3300,16.98,0.184,0.184,0.061,1
37,Employed,7.7,72032,649,11.2,851,26945,0,0,0,Personal Loan,Business,29900,13.5,0.374,0.415,0.138,0
21,Employed,1.5,15000,523,1.3,224,2327,0,1,0,Personal Loan,Education,23800,15.92,0.155,1.587,0.529,0
31,Employed,1.9,44562,675,2.2,1370,15372,0,0,0,Personal Loan,Education,68000,12.45,0.345,1.526,0.509,0
34,Self-Employed,1.1,83182,697,15.7,552,33201,0,0,0,Personal Loan,Business,68500,11.11,0.399,0.823,0.274,0
38,Employed,0.9,77132,678,2.5,585,6991,0,0,0,Personal Loan,Medical,53000,12.3,0.091,0.687,0.229,0
18,Self-Employed,1.0,65283,665,0.0,0,14319,0,1,0,Personal Loan,Business,100000,12.1,0.219,1.532,0.511,0
21,Student,1.7,34188,610,2.5,25,15735,0,3,0,Personal Loan,Business,21500,13.73,0.46,0.629,0.21,0
46,Self-Employed,5.2,31457,632,25.3,15360,425,0,2,1,Personal Loan,Business,61600,14.98,0.014,1.958,0.653,0
28,Employed,2.4,30623,625,9.2,5871,18229,0,0,0,Personal Loan,Business,13700,14.87,0.595,0.447,0.149,0
18,Employed,0.0,24663,586,0.9,30,13148,0,0,1,Personal Loan,Debt Consolidation,27100,15.16,0.533,1.099,0.366,0
33,Self-Employed,10.3,65813,577,3.6,132,10170,0,2,1,Personal Loan,Education,76400,15.28,0.155,1.161,0.387,0
18,Employed,0.0,27293,554,1.2,155,3972,1,0,0,Personal Loan,Business,17700,16.29,0.146,0.649,0.216,0
48,Self-Employed,20.4,38608,614,5.3,15397,2108,0,1,0,Personal Loan,Personal,11000,14.77,0.055,0.285,0.095,1
25,Self-Employed,2.3,30610,515,5.0,71,11632,0,0,0,Personal Loan,Education,29300,15.86,0.38,0.957,0.319,0
37,Employed,18.8,26675,645,12.8,459,2378,0,0,0,Personal Loan,Education,7500,13.9,0.089,0.281,0.094,1
32,Self-Employed,5.8,91996,682,2.4,619,7803,0,1,0,Personal Loan,Education,100000,11.87,0.085,1.087,0.362,1
18,Employed,0.0,36311,619,1.8,31,931,0,0,0,Personal Loan,Education,61700,14.71,0.026,1.699,0.566,0
22,Employed,3.4,19020,669,0.8,16,3751,0,0,0,Personal Loan,Education,33600,11.25,0.197,1.767,0.589,1
23,Student,1.5,15000,578,2.6,114,3710,0,1,1,Personal Loan,Personal,25900,15.09,0.247,1.727,0.576,0
43,Self-Employed,19.4,31989,776,24.4,5449,5632,0,0,0,Personal Loan,Home Improvement,25200,9.33,0.176,0.788,0.263,1
43,Employed,20.6,15453,704,7.1,25,6579,0,1,0,Personal Loan,Personal,22700,10.44,0.426,1.469,0.49,1
32,Employed,11.8,33843,668,4.3,80,8381,0,0,0,Personal Loan,Business,10500,12.73,0.248,0.31,0.103,1
